	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
22_16171230	22	16171230	0.44	0.470588	0.425743	0.412935	0.397206	0.432567	0.424788	0.396321	0.389461	0.375681	0.373193	0.369836	0.377658	0.380657	0.400732
22_16171430	22	16171430	0.36	0.392157	0.386139	0.38806	0.443114	0.441558	0.435282	0.39852	0.389361	0.375231	0.372693	0.369676	0.377673	0.380564	0.400702
22_16171475	22	16171475	0.48	0.411765	0.435644	0.422886	0.449102	0.452547	0.430285	0.397321	0.389361	0.374631	0.372493	0.369506	0.377688	0.380556	0.400703
22_16171752	22	16171752	0.52	0.470588	0.514851	0.467662	0.506986	0.472527	0.424788	0.394321	0.387161	0.371381	0.371633	0.369066	0.377688	0.380423	0.400706
22_16171809	22	16171809	0.32	0.392157	0.445545	0.482587	0.500998	0.471528	0.42029	0.394521	0.386961	0.371381	0.371453	0.369156	0.377708	0.380404	0.400713
22_16172029	22	16172029	0.4	0.431373	0.455446	0.522388	0.487026	0.447552	0.4008	0.390722	0.389361	0.372331	0.371153	0.369266	0.377688	0.380311	0.400772
22_16172168	22	16172168	0.44	0.431373	0.435644	0.492537	0.45509	0.427572	0.394303	0.394121	0.389861	0.372631	0.370853	0.369506	0.377683	0.380284	0.400769
22_16172275	22	16172275	0.44	0.45098	0.475248	0.40796	0.39521	0.412587	0.390805	0.39772	0.389161	0.372031	0.370593	0.369766	0.377673	0.380271	0.400776
22_16172605	22	16172605	0.4	0.431373	0.405941	0.368159	0.311377	0.334665	0.385807	0.39772	0.389361	0.371731	0.370333	0.370456	0.377668	0.380122	0.400778
22_16172618	22	16172618	0.52	0.431373	0.366337	0.358209	0.313373	0.328671	0.384808	0.39772	0.389161	0.371731	0.370253	0.370486	0.377673	0.380124	0.400778
22_16173627	22	16173627	0.56	0.568627	0.50495	0.442786	0.42515	0.383616	0.356822	0.393121	0.382262	0.368782	0.368013	0.371126	0.377513	0.379753	0.40077
22_16174279	22	16174279	0.48	0.294118	0.346535	0.328358	0.337325	0.378621	0.401799	0.373525	0.377162	0.372931	0.366753	0.371336	0.377548	0.379704	0.400805
22_16174311	22	16174311	0.24	0.352941	0.326733	0.318408	0.337325	0.373626	0.4008	0.373125	0.376762	0.372881	0.366813	0.371386	0.377553	0.3797	0.400807
22_16174471	22	16174471	0.56	0.431373	0.405941	0.383085	0.383234	0.382617	0.393803	0.370726	0.374363	0.373531	0.366593	0.371646	0.377553	0.379681	0.40079
22_16174578	22	16174578	0.6	0.45098	0.465347	0.427861	0.407186	0.393606	0.398801	0.370726	0.373963	0.374031	0.366573	0.371796	0.377543	0.379692	0.400781
22_16174585	22	16174585	0.52	0.490196	0.50495	0.442786	0.409182	0.394605	0.398301	0.370526	0.373963	0.374181	0.366513	0.371766	0.377543	0.37969	0.400781
22_16174668	22	16174668	0.44	0.431373	0.39604	0.472637	0.427146	0.40959	0.382809	0.370726	0.373463	0.374131	0.366193	0.371656	0.377533	0.379645	0.400767
22_16174939	22	16174939	0.32	0.45098	0.475248	0.477612	0.43513	0.41958	0.387806	0.370926	0.375262	0.375031	0.365193	0.371616	0.377553	0.379534	0.400703
22_16175324	22	16175324	0.36	0.372549	0.366337	0.378109	0.389222	0.393606	0.393803	0.368526	0.370863	0.373131	0.364253	0.372336	0.377598	0.379447	0.400616
22_16177136	22	16177136	0.44	0.568627	0.524752	0.452736	0.46507	0.393606	0.341329	0.353329	0.350165	0.377031	0.362993	0.374976	0.377618	0.379243	0.400454
22_16177619	22	16177619	0.2	0.333333	0.356436	0.278607	0.309381	0.32967	0.354323	0.346331	0.346165	0.376581	0.363553	0.376026	0.377623	0.379188	0.400407
22_16179004	22	16179004	0.16	0.156863	0.207921	0.248756	0.321357	0.331668	0.330335	0.339732	0.350765	0.376281	0.361773	0.377356	0.377703	0.378743	0.400399
22_16179334	22	16179334	0.2	0.215686	0.188119	0.273632	0.333333	0.318681	0.345327	0.338532	0.357564	0.377431	0.361213	0.377246	0.377753	0.378691	0.400343
22_16179497	22	16179497	0.24	0.313725	0.306931	0.333333	0.309381	0.342657	0.345827	0.333933	0.361364	0.376631	0.360673	0.377316	0.377758	0.378689	0.40032
22_16179693	22	16179693	0.48	0.411765	0.376238	0.308458	0.351297	0.33966	0.338831	0.327734	0.361064	0.378081	0.360973	0.377396	0.377768	0.378686	0.400286
22_16179804	22	16179804	0.44	0.411765	0.39604	0.368159	0.367265	0.347652	0.34083	0.326335	0.361464	0.377481	0.360993	0.377266	0.377767	0.378661	0.400275
22_16180086	22	16180086	0.28	0.27451	0.306931	0.338308	0.371257	0.361638	0.33933	0.320736	0.359464	0.375531	0.360233	0.377536	0.37781	0.378627	0.400272
22_16180564	22	16180564	0.24	0.352941	0.386139	0.383085	0.355289	0.328671	0.337331	0.323335	0.361264	0.372831	0.359873	0.377646	0.377863	0.378524	0.400299
22_16180956	22	16180956	0.28	0.333333	0.257426	0.243781	0.279441	0.324675	0.327836	0.336133	0.361364	0.370281	0.359753	0.377856	0.377854	0.378459	0.400238
22_16181290	22	16181290	0.24	0.27451	0.356436	0.378109	0.327345	0.2997	0.315342	0.330534	0.363164	0.368082	0.360473	0.377666	0.377875	0.378408	0.400167
22_16182090	22	16182090	0.32	0.313725	0.346535	0.333333	0.311377	0.303696	0.313843	0.368126	0.364764	0.361782	0.360073	0.376116	0.377927	0.37841	0.400066
22_16182178	22	16182178	0.24	0.254902	0.237624	0.278607	0.307385	0.303696	0.324838	0.368926	0.364264	0.360732	0.360073	0.375856	0.377939	0.37845	0.400059
22_16182394	22	16182394	0.2	0.313725	0.316832	0.308458	0.279441	0.2997	0.332834	0.370126	0.364264	0.361832	0.359993	0.375606	0.377937	0.378387	0.400073
22_16182573	22	16182573	0.16	0.254902	0.277228	0.283582	0.305389	0.302697	0.329335	0.371326	0.364064	0.362232	0.359933	0.375246	0.377945	0.378434	0.400096
22_16182669	22	16182669	0.32	0.294118	0.29703	0.313433	0.291417	0.321678	0.328336	0.371526	0.364264	0.362382	0.359973	0.375136	0.377936	0.37845	0.400077
22_16182974	22	16182974	0.32	0.352941	0.356436	0.333333	0.373253	0.355644	0.355322	0.377325	0.368463	0.362832	0.358933	0.374636	0.377973	0.378528	0.400037
22_16183398	22	16183398	0.24	0.215686	0.237624	0.313433	0.355289	0.392607	0.405297	0.382923	0.373863	0.364832	0.357293	0.375316	0.37799	0.378446	0.399976
22_16183530	22	16183530	0.32	0.235294	0.217822	0.253731	0.327345	0.420579	0.427786	0.385923	0.372763	0.364282	0.356993	0.375286	0.37799	0.37844	0.399963
22_16184892	22	16184892	0.4	0.45098	0.405941	0.38806	0.403194	0.445554	0.455772	0.404919	0.379362	0.356282	0.358513	0.376666	0.378025	0.378356	0.399849
22_16185379	22	16185379	0.52	0.509804	0.49505	0.427861	0.431138	0.412587	0.41979	0.413717	0.375762	0.352782	0.358993	0.377806	0.378056	0.378265	0.399824
22_16187003	22	16187003	0.56	0.45098	0.366337	0.373134	0.377246	0.372627	0.38081	0.392721	0.373163	0.352432	0.358073	0.380196	0.378009	0.377803	0.399514
22_16190174	22	16190174	0.12	0.156863	0.207921	0.258706	0.299401	0.277722	0.31984	0.34893	0.349265	0.351982	0.356273	0.381946	0.378081	0.377538	0.398923
22_16190187	22	16190187	0.24	0.215686	0.217822	0.258706	0.303393	0.280719	0.317341	0.34853	0.349065	0.352132	0.356233	0.381966	0.37807	0.377544	0.398924
22_16190949	22	16190949	0.28	0.313725	0.356436	0.318408	0.285429	0.274725	0.305847	0.345731	0.341966	0.351782	0.356853	0.381896	0.378558	0.377576	0.398847
22_16191048	22	16191048	0.2	0.215686	0.247525	0.293532	0.283433	0.283716	0.29935	0.341532	0.342566	0.352732	0.357073	0.381956	0.378603	0.377605	0.398859
22_16191069	22	16191069	0.28	0.235294	0.247525	0.293532	0.285429	0.291708	0.30035	0.341132	0.342266	0.352832	0.357093	0.381926	0.378597	0.377608	0.398861
22_16191730	22	16191730	0.4	0.294118	0.316832	0.378109	0.361277	0.320679	0.329835	0.324535	0.339066	0.354932	0.358533	0.381536	0.378742	0.377624	0.398916
22_16192804	22	16192804	0.28	0.254902	0.376238	0.343284	0.333333	0.378621	0.349825	0.317337	0.336566	0.361032	0.358413	0.381846	0.378859	0.377707	0.398997
22_16192878	22	16192878	0.4	0.372549	0.356436	0.328358	0.327345	0.385614	0.347826	0.314537	0.336166	0.361182	0.358333	0.381916	0.378875	0.377702	0.399015
22_16195298	22	16195298	0.08	0.27451	0.227723	0.258706	0.289421	0.302697	0.313843	0.328134	0.327067	0.349683	0.359153	0.382496	0.378652	0.377656	0.399286
22_16195504	22	16195504	0.36	0.313725	0.326733	0.338308	0.311377	0.31968	0.32084	0.327934	0.326267	0.348533	0.359553	0.382566	0.378598	0.377624	0.399329
22_16196062	22	16196062	0.32	0.333333	0.336634	0.353234	0.355289	0.350649	0.337831	0.325335	0.331267	0.347383	0.359553	0.382186	0.37824	0.3777	0.39939
22_16196556	22	16196556	0.36	0.333333	0.346535	0.333333	0.347305	0.351648	0.351824	0.328734	0.337866	0.347783	0.359433	0.381336	0.378594	0.37769	0.399406
22_16196645	22	16196645	0.28	0.333333	0.306931	0.338308	0.359281	0.353646	0.350325	0.331534	0.336266	0.346983	0.358853	0.381016	0.378669	0.377692	0.399413
22_16196814	22	16196814	0.44	0.490196	0.415842	0.393035	0.355289	0.355644	0.353323	0.337133	0.334767	0.346883	0.358113	0.380666	0.3788	0.377721	0.399446
22_16196823	22	16196823	0.52	0.470588	0.435644	0.39801	0.357285	0.356643	0.354823	0.337133	0.334767	0.346833	0.358113	0.380686	0.378802	0.377721	0.399449
22_16197053	22	16197053	0.4	0.392157	0.386139	0.353234	0.369261	0.353646	0.351824	0.340332	0.336666	0.345783	0.357973	0.380636	0.378945	0.377755	0.399511
22_16197456	22	16197456	0.4	0.313725	0.366337	0.323383	0.347305	0.34965	0.350325	0.337532	0.338666	0.342783	0.358593	0.380536	0.379037	0.377837	0.399592
22_16198718	22	16198718	0.44	0.431373	0.366337	0.353234	0.317365	0.353646	0.347826	0.344331	0.343266	0.334683	0.361573	0.379036	0.378326	0.378115	0.399787
22_16199127	22	16199127	0.44	0.392157	0.376238	0.447761	0.355289	0.352647	0.331834	0.346131	0.345365	0.333983	0.362153	0.378156	0.378424	0.378155	0.399889
22_16202284	22	16202284	0.68	0.627451	0.49505	0.477612	0.479042	0.431568	0.36032	0.362727	0.350265	0.334783	0.367413	0.377436	0.377532	0.37821	0.400265
22_16202714	22	16202714	0.56	0.490196	0.445545	0.437811	0.42515	0.373626	0.390305	0.363127	0.345765	0.334333	0.368433	0.377616	0.377432	0.378198	0.400333
22_16203345	22	16203345	0.36	0.313725	0.29703	0.288557	0.353293	0.342657	0.361819	0.366327	0.334867	0.333433	0.370793	0.377056	0.377809	0.378257	0.400378
22_16203476	22	16203476	0.52	0.607843	0.514851	0.427861	0.437126	0.340659	0.356322	0.364927	0.334067	0.333983	0.371153	0.376816	0.377815	0.378225	0.400399
22_16203611	22	16203611	0.6	0.647059	0.534653	0.547264	0.417166	0.36963	0.352324	0.363727	0.334567	0.335183	0.370913	0.376776	0.3779	0.378223	0.400407
22_16203682	22	16203682	0.6	0.647059	0.584158	0.487562	0.421158	0.383616	0.352324	0.361528	0.335866	0.335083	0.371013	0.376706	0.377939	0.378223	0.400419
22_16203775	22	16203775	0.2	0.215686	0.227723	0.333333	0.365269	0.386613	0.354323	0.361128	0.336766	0.335183	0.371273	0.376676	0.377956	0.378229	0.400431
22_16204602	22	16204602	0.44	0.392157	0.475248	0.502488	0.38523	0.337662	0.344828	0.358528	0.342466	0.338033	0.373913	0.376696	0.378311	0.378242	0.400578
22_16204670	22	16204670	0.56	0.588235	0.554455	0.477612	0.389222	0.322677	0.334333	0.354529	0.343166	0.338283	0.374253	0.376716	0.378304	0.378246	0.400588
22_16204734	22	16204734	0.48	0.45098	0.445545	0.432836	0.38523	0.325674	0.323338	0.352729	0.343966	0.338283	0.374253	0.376716	0.378328	0.378248	0.400588
22_16204791	22	16204791	0.36	0.313725	0.267327	0.328358	0.357285	0.340659	0.327836	0.34993	0.345465	0.339083	0.374453	0.376716	0.378325	0.378246	0.400597
22_16205109	22	16205109	0.24	0.196078	0.227723	0.268657	0.309381	0.32967	0.344328	0.339532	0.347165	0.342233	0.375012	0.376736	0.378412	0.378233	0.400627
22_16205290	22	16205290	0.52	0.470588	0.465347	0.393035	0.321357	0.290709	0.348326	0.329334	0.346965	0.342733	0.375372	0.376716	0.378381	0.378229	0.400621
22_16206434	22	16206434	0.64	0.529412	0.524752	0.412935	0.387226	0.367632	0.329335	0.314337	0.336166	0.346883	0.378532	0.376866	0.377874	0.378345	0.40063
22_16206435	22	16206435	0.64	0.529412	0.524752	0.41791	0.387226	0.367632	0.329335	0.314337	0.336166	0.346883	0.378532	0.376866	0.377874	0.378345	0.400629
22_16206580	22	16206580	0.24	0.27451	0.277228	0.273632	0.343313	0.341658	0.329335	0.315337	0.336466	0.348383	0.379232	0.377006	0.377913	0.378356	0.400644
22_16206630	22	16206630	0.28	0.254902	0.287129	0.298507	0.333333	0.336663	0.331834	0.315137	0.337266	0.348633	0.379352	0.376986	0.377925	0.378372	0.400643
22_16206724	22	16206724	0.4	0.313725	0.277228	0.308458	0.293413	0.332667	0.327336	0.316537	0.337866	0.349533	0.379732	0.376926	0.377834	0.378391	0.400635
22_16206835	22	16206835	0.16	0.215686	0.287129	0.273632	0.279441	0.307692	0.316342	0.322735	0.337566	0.348833	0.380092	0.377106	0.377703	0.378423	0.400624
22_16206839	22	16206839	0.12	0.215686	0.287129	0.273632	0.279441	0.306693	0.316342	0.322935	0.337466	0.348783	0.380112	0.377096	0.377691	0.378425	0.400626
22_16206989	22	16206989	0.24	0.254902	0.277228	0.273632	0.273453	0.265734	0.291354	0.329134	0.336866	0.348833	0.380532	0.377106	0.377526	0.37844	0.400593
22_16207036	22	16207036	0.24	0.27451	0.227723	0.253731	0.283433	0.272727	0.27986	0.329134	0.337066	0.349283	0.380592	0.377176	0.377481	0.378436	0.40058
22_16207151	22	16207151	0.32	0.294118	0.29703	0.258706	0.269461	0.276723	0.266367	0.327734	0.333667	0.349883	0.380952	0.377396	0.377577	0.378459	0.40056
22_16208620	22	16208620	0.6	0.568627	0.544554	0.482587	0.40519	0.348651	0.324838	0.319536	0.330067	0.353132	0.384712	0.378126	0.377802	0.378516	0.400472
22_16208683	22	16208683	0.32	0.392157	0.475248	0.502488	0.379242	0.365634	0.334333	0.318336	0.328067	0.352982	0.384972	0.378096	0.377831	0.378497	0.400482
22_16208704	22	16208704	0.52	0.431373	0.435644	0.502488	0.383234	0.367632	0.336832	0.317936	0.327467	0.353032	0.385112	0.378136	0.377836	0.378495	0.400481
22_16208941	22	16208941	0.24	0.235294	0.217822	0.263682	0.391218	0.421578	0.366317	0.310138	0.327867	0.353682	0.384692	0.377996	0.377751	0.378592	0.400496
22_16208949	22	16208949	0.36	0.27451	0.217822	0.258706	0.381238	0.425574	0.367316	0.309338	0.327867	0.353832	0.384732	0.377966	0.377751	0.3786	0.400497
22_16209034	22	16209034	0.4	0.352941	0.366337	0.393035	0.383234	0.437562	0.376812	0.307938	0.329567	0.354782	0.384612	0.378006	0.377711	0.378613	0.400487
22_16209171	22	16209171	0.56	0.509804	0.475248	0.512438	0.451098	0.423576	0.381809	0.310738	0.327567	0.354682	0.384392	0.378146	0.377648	0.378642	0.400496
22_16209226	22	16209226	0.56	0.45098	0.455446	0.492537	0.471058	0.422577	0.38081	0.311338	0.327467	0.354482	0.384372	0.378186	0.377574	0.37863	0.400504
22_16209503	22	16209503	0.48	0.45098	0.415842	0.437811	0.479042	0.442557	0.382809	0.310138	0.328467	0.354632	0.383792	0.377666	0.377539	0.378575	0.400509
22_16209674	22	16209674	0.56	0.45098	0.435644	0.472637	0.419162	0.396603	0.368816	0.311538	0.326567	0.354882	0.383832	0.377816	0.377627	0.378558	0.400528
22_16210816	22	16210816	0.24	0.294118	0.316832	0.273632	0.283433	0.298701	0.296352	0.343531	0.340766	0.364632	0.386332	0.378956	0.377357	0.378537	0.400585
22_16211446	22	16211446	0.2	0.294118	0.306931	0.283582	0.327345	0.307692	0.295352	0.340932	0.338566	0.363532	0.386832	0.379216	0.377403	0.378619	0.400584
22_16211558	22	16211558	0.36	0.372549	0.356436	0.348259	0.311377	0.302697	0.295852	0.342731	0.340566	0.363132	0.386752	0.378956	0.377489	0.378649	0.400586
22_16212032	22	16212032	0.36	0.254902	0.247525	0.268657	0.271457	0.301698	0.32084	0.326735	0.345965	0.364432	0.387372	0.378976	0.37726	0.378636	0.400601
22_16212252	22	16212252	0.2	0.176471	0.237624	0.253731	0.283433	0.310689	0.324838	0.323935	0.349565	0.364032	0.387132	0.379206	0.377129	0.3786	0.400614
22_16212979	22	16212979	0.24	0.215686	0.29703	0.338308	0.379242	0.371628	0.343328	0.344731	0.362764	0.366582	0.387132	0.379236	0.376757	0.378606	0.400606
22_16215393	22	16215393	0.32	0.411765	0.435644	0.412935	0.421158	0.420579	0.410795	0.391522	0.376862	0.379731	0.387872	0.377646	0.376466	0.378798	0.400449
22_16215601	22	16215601	0.52	0.490196	0.514851	0.437811	0.433134	0.412587	0.425787	0.393521	0.378862	0.381631	0.388312	0.377456	0.376592	0.378815	0.400433
22_16216086	22	16216086	0.4	0.372549	0.366337	0.402985	0.393214	0.426573	0.414793	0.397121	0.386061	0.383931	0.389352	0.377726	0.376598	0.378828	0.400363
22_16216115	22	16216115	0.24	0.294118	0.336634	0.402985	0.389222	0.421578	0.416792	0.396721	0.386561	0.384081	0.389472	0.377746	0.376598	0.378823	0.40036
22_16216437	22	16216437	0.4	0.411765	0.435644	0.457711	0.44511	0.404595	0.410795	0.40072	0.391161	0.384531	0.389752	0.377866	0.376689	0.378813	0.400383
22_16216541	22	16216541	0.6	0.54902	0.514851	0.507463	0.443114	0.410589	0.406797	0.40052	0.390461	0.384931	0.389632	0.377986	0.376712	0.378796	0.400403
22_16216658	22	16216658	0.6	0.54902	0.524752	0.447761	0.427146	0.426573	0.403298	0.40192	0.388461	0.386331	0.389372	0.377926	0.376724	0.378794	0.400425
22_16217028	22	16217028	0.44	0.490196	0.544554	0.477612	0.381238	0.394605	0.402799	0.407518	0.391761	0.389631	0.389432	0.377916	0.376466	0.378745	0.400383
22_16217089	22	16217089	0.48	0.529412	0.50495	0.502488	0.379242	0.385614	0.403298	0.406919	0.393361	0.39043	0.389372	0.377876	0.376489	0.37875	0.400388
22_16218186	22	16218186	0.4	0.411765	0.415842	0.422886	0.39521	0.402597	0.387806	0.407119	0.407959	0.40448	0.389252	0.377536	0.376048	0.378792	0.400523
22_16218566	22	16218566	0.48	0.490196	0.39604	0.368159	0.359281	0.384615	0.398801	0.410518	0.410159	0.40743	0.388812	0.377406	0.375904	0.37879	0.400567
22_16218846	22	16218846	0.48	0.352941	0.39604	0.402985	0.371257	0.394605	0.3993	0.417516	0.414459	0.40703	0.389292	0.377346	0.375727	0.3788	0.40057
22_16218885	22	16218885	0.48	0.372549	0.425743	0.378109	0.37525	0.392607	0.403798	0.416917	0.415158	0.40758	0.389292	0.377276	0.375698	0.378796	0.400578
22_16219007	22	16219007	0.36	0.411765	0.39604	0.41791	0.41517	0.384615	0.414293	0.410518	0.415558	0.40898	0.389712	0.377186	0.375715	0.37879	0.400596
22_16219095	22	16219095	0.48	0.411765	0.435644	0.412935	0.427146	0.381618	0.410295	0.405119	0.416658	0.40898	0.389972	0.377086	0.375595	0.378792	0.400565
22_16219365	22	16219365	0.24	0.254902	0.306931	0.348259	0.397206	0.415584	0.410295	0.39912	0.419158	0.40848	0.389992	0.377136	0.375578	0.378832	0.400501
22_16219419	22	16219419	0.4	0.333333	0.277228	0.323383	0.38523	0.427572	0.414793	0.40092	0.420158	0.40843	0.390052	0.377036	0.375612	0.378817	0.400506
22_16219470	22	16219470	0.44	0.392157	0.376238	0.333333	0.39521	0.435564	0.416792	0.40232	0.420958	0.40843	0.390192	0.377066	0.375629	0.378823	0.4005
22_16219522	22	16219522	0.4	0.372549	0.376238	0.378109	0.371257	0.443556	0.417291	0.40132	0.422358	0.40858	0.390252	0.377016	0.375641	0.378832	0.400488
22_16219574	22	16219574	0.32	0.372549	0.376238	0.373134	0.379242	0.437562	0.415292	0.40132	0.422858	0.40898	0.390092	0.377046	0.375641	0.378842	0.400481
22_16219704	22	16219704	0.64	0.509804	0.445545	0.41791	0.461078	0.445554	0.413293	0.402719	0.422658	0.40918	0.390052	0.377066	0.375687	0.378828	0.400467
22_16219705	22	16219705	0.6	0.529412	0.435644	0.41791	0.461078	0.445554	0.413793	0.402719	0.422658	0.40918	0.390052	0.377066	0.375681	0.378828	0.400468
22_16220976	22	16220976	0.32	0.392157	0.39604	0.412935	0.461078	0.41958	0.392804	0.423515	0.426857	0.419779	0.391212	0.376536	0.375374	0.378802	0.40051
22_16221337	22	16221337	0.6	0.411765	0.445545	0.41791	0.363273	0.357642	0.406297	0.429914	0.429857	0.422629	0.390532	0.376366	0.375368	0.378802	0.400539
22_16222199	22	16222199	0.44	0.490196	0.514851	0.512438	0.489022	0.461538	0.42079	0.438512	0.432657	0.430028	0.390232	0.375426	0.375299	0.37884	0.400394
22_16222202	22	16222202	0.44	0.490196	0.50495	0.512438	0.489022	0.463536	0.41979	0.438512	0.432857	0.430078	0.390272	0.375426	0.375294	0.378836	0.400394
22_16222494	22	16222494	0.48	0.470588	0.49505	0.502488	0.489022	0.483516	0.433783	0.434313	0.437356	0.432878	0.390492	0.375526	0.375385	0.378815	0.400333
22_16222598	22	16222598	0.48	0.509804	0.49505	0.497512	0.479042	0.47952	0.448776	0.436313	0.438356	0.433228	0.390352	0.375526	0.375477	0.37879	0.400295
22_16223428	22	16223428	0.4	0.45098	0.445545	0.442786	0.453094	0.454545	0.45927	0.440912	0.442156	0.436678	0.390772	0.375896	0.375231	0.378621	0.400228
22_16223455	22	16223455	0.48	0.431373	0.435644	0.442786	0.453094	0.44955	0.45927	0.440112	0.442456	0.436828	0.390672	0.375886	0.375242	0.378617	0.400223
22_16224606	22	16224606	0.4	0.392157	0.455446	0.442786	0.46507	0.458541	0.456272	0.464507	0.450655	0.443928	0.388912	0.375836	0.375064	0.378651	0.400054
22_16224988	22	16224988	0.48	0.509804	0.475248	0.452736	0.461078	0.458541	0.46077	0.461508	0.449355	0.443628	0.389232	0.375586	0.374812	0.378684	0.400036
22_16225070	22	16225070	0.56	0.490196	0.455446	0.447761	0.45509	0.456543	0.462269	0.460908	0.450155	0.443878	0.389312	0.375526	0.374835	0.378716	0.400038
