	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
21_13452182	21	13452182	0.4	0.294118	0.336634	0.348259	0.319361	0.355644	0.344828	0.368326	0.380962	0.384531	0.393772	0.379066	0.385933	0.379351	0.389603
21_13453630	21	13453630	0.68	0.588235	0.455446	0.353234	0.377246	0.370629	0.384808	0.387323	0.388861	0.387581	0.393532	0.378736	0.386208	0.379279	0.389591
21_13455377	21	13455377	0.48	0.352941	0.356436	0.427861	0.419162	0.437562	0.432784	0.40232	0.380262	0.39918	0.395072	0.379626	0.385993	0.379805	0.389641
21_13455387	21	13455387	0.36	0.294118	0.326733	0.412935	0.41517	0.433566	0.434283	0.40232	0.380062	0.39903	0.395112	0.379626	0.385988	0.379807	0.389642
21_13456873	21	13456873	0.44	0.392157	0.39604	0.378109	0.359281	0.388611	0.394803	0.402719	0.393861	0.39608	0.392712	0.377586	0.385478	0.380573	0.389616
21_13457570	21	13457570	0.56	0.509804	0.574257	0.477612	0.381238	0.387612	0.390805	0.388922	0.394061	0.39758	0.390052	0.376786	0.385528	0.380771	0.389618
21_13457716	21	13457716	0.28	0.235294	0.168317	0.278607	0.369261	0.395604	0.401799	0.386723	0.391961	0.39788	0.389832	0.376946	0.385488	0.380763	0.389606
21_13458505	21	13458505	0.48	0.470588	0.475248	0.457711	0.453094	0.413586	0.367316	0.383123	0.39716	0.39548	0.389832	0.376446	0.385123	0.380903	0.389543
21_13460884	21	13460884	0.48	0.509804	0.435644	0.427861	0.423154	0.444555	0.412794	0.382523	0.413859	0.39463	0.385972	0.376286	0.383813	0.381215	0.389509
21_13462951	21	13462951	0.24	0.392157	0.287129	0.353234	0.40519	0.38961	0.403798	0.45011	0.408259	0.39393	0.385012	0.375536	0.383163	0.381267	0.389509
21_13464939	21	13464939	0.64	0.647059	0.594059	0.562189	0.556886	0.4995	0.490255	0.437313	0.39976	0.39443	0.387432	0.376806	0.381918	0.382029	0.389498
21_13464977	21	13464977	0.44	0.509804	0.544554	0.542289	0.548902	0.5005	0.485757	0.436113	0.39936	0.39443	0.387512	0.376896	0.381923	0.382045	0.389503
21_13465893	21	13465893	0.44	0.470588	0.445545	0.378109	0.37525	0.371628	0.395302	0.434513	0.40326	0.39268	0.387012	0.378936	0.381428	0.382353	0.389506
21_13466231	21	13466231	0.24	0.352941	0.386139	0.368159	0.357285	0.36963	0.36032	0.413517	0.40286	0.39278	0.387692	0.379426	0.381173	0.382427	0.389503
21_13466874	21	13466874	0.44	0.333333	0.316832	0.353234	0.349301	0.36963	0.366817	0.384323	0.39566	0.39343	0.387412	0.380086	0.380703	0.382671	0.389504
21_13466931	21	13466931	0.2	0.235294	0.306931	0.288557	0.331337	0.382617	0.366817	0.379324	0.39566	0.39338	0.387252	0.380156	0.380653	0.382685	0.389511
21_13469815	21	13469815	0.36	0.372549	0.336634	0.38806	0.389222	0.373626	0.371314	0.354929	0.375262	0.39278	0.386792	0.381426	0.378613	0.383447	0.389443
21_13474863	21	13474863	0.44	0.529412	0.485149	0.442786	0.411178	0.428571	0.404798	0.405319	0.386461	0.373581	0.381452	0.383296	0.374393	0.384987	0.389322
21_13474973	21	13474973	0.28	0.352941	0.39604	0.412935	0.407186	0.423576	0.3998	0.402719	0.385261	0.372581	0.381472	0.383056	0.374298	0.384947	0.389316
21_13475280	21	13475280	0.24	0.411765	0.445545	0.442786	0.423154	0.404595	0.412294	0.405519	0.382462	0.370781	0.380932	0.383216	0.373973	0.384943	0.389305
21_13476301	21	13476301	0.6	0.627451	0.584158	0.542289	0.489022	0.420579	0.41929	0.394921	0.376162	0.370531	0.380032	0.385056	0.373723	0.384977	0.389329
21_13488923	21	13488923	0.44	0.431373	0.386139	0.378109	0.439122	0.462537	0.444778	0.424515	0.392561	0.367132	0.365593	0.383746	0.370093	0.385081	0.391071
21_13497044	21	13497044	0.24	0.352941	0.376238	0.412935	0.417166	0.355644	0.32034	0.345731	0.344566	0.356582	0.376652	0.382646	0.371378	0.386253	0.391227
21_13507682	21	13507682	0.32	0.490196	0.455446	0.432836	0.361277	0.301698	0.269365	0.313137	0.327667	0.372481	0.384232	0.377986	0.373173	0.386499	0.390873
21_13527536	21	13527536	0.56	0.529412	0.485149	0.432836	0.46507	0.475524	0.483258	0.492701	0.408359	0.40173	0.381052	0.369316	0.375598	0.388731	0.393599
21_13529341	21	13529341	0.52	0.470588	0.455446	0.437811	0.437126	0.435564	0.421789	0.415317	0.407659	0.40308	0.384112	0.369266	0.375503	0.388651	0.393769
21_13529780	21	13529780	0.24	0.392157	0.435644	0.437811	0.41517	0.381618	0.375812	0.391722	0.411759	0.40353	0.383452	0.369356	0.375323	0.388699	0.39374
21_13530378	21	13530378	0.44	0.392157	0.326733	0.263682	0.261477	0.318681	0.357321	0.382923	0.413959	0.40343	0.382072	0.369106	0.375503	0.388763	0.393812
21_13535268	21	13535268	0.48	0.411765	0.425743	0.472637	0.50499	0.508492	0.436782	0.384323	0.379062	0.40208	0.383852	0.368776	0.374053	0.389211	0.39422
21_13535332	21	13535332	0.6	0.607843	0.514851	0.512438	0.506986	0.509491	0.435282	0.386523	0.379862	0.40073	0.383872	0.368856	0.373953	0.389219	0.394219
21_13537072	21	13537072	0.24	0.294118	0.326733	0.368159	0.383234	0.397602	0.370815	0.409118	0.39686	0.382031	0.386112	0.368256	0.372968	0.389293	0.394053
21_13550028	21	13550028	0.44	0.45098	0.455446	0.402985	0.37525	0.348651	0.336832	0.326935	0.338666	0.344533	0.367833	0.364196	0.375203	0.391829	0.393879
21_13550066	21	13550066	0.44	0.470588	0.445545	0.432836	0.38523	0.355644	0.33983	0.327534	0.337866	0.344433	0.367793	0.364156	0.375233	0.391835	0.393876
21_13550616	21	13550616	0.28	0.294118	0.346535	0.358209	0.367265	0.368631	0.344328	0.335733	0.335966	0.342583	0.364373	0.364296	0.375938	0.391857	0.393876
21_13555093	21	13555093	0.2	0.254902	0.267327	0.268657	0.301397	0.288711	0.317341	0.346131	0.334367	0.339283	0.354893	0.366586	0.377438	0.392129	0.393691
21_13564849	21	13564849	0.4	0.352941	0.346535	0.308458	0.305389	0.302697	0.305347	0.338532	0.352665	0.346333	0.347573	0.373936	0.375613	0.392201	0.395659
21_13566035	21	13566035	0.36	0.372549	0.336634	0.328358	0.315369	0.317682	0.315842	0.34993	0.347865	0.344483	0.345853	0.371146	0.376458	0.392363	0.395636
21_13566102	21	13566102	0.36	0.352941	0.267327	0.328358	0.315369	0.318681	0.32084	0.34753	0.347165	0.344533	0.345793	0.371136	0.376533	0.392359	0.395632
21_13566222	21	13566222	0.32	0.235294	0.287129	0.283582	0.299401	0.315684	0.337831	0.346731	0.345665	0.345833	0.345453	0.370856	0.376733	0.392399	0.395637
21_13568163	21	13568163	0.4	0.333333	0.346535	0.348259	0.341317	0.352647	0.393803	0.34953	0.347165	0.352232	0.346753	0.369176	0.377593	0.392401	0.395621
21_13568304	21	13568304	0.32	0.333333	0.316832	0.338308	0.325349	0.333666	0.37981	0.34793	0.345965	0.353132	0.346353	0.369266	0.377433	0.392393	0.395613
21_13568570	21	13568570	0.28	0.27451	0.257426	0.268657	0.317365	0.344655	0.348826	0.34773	0.345365	0.354632	0.346233	0.368926	0.377583	0.392461	0.395618
21_13568685	21	13568685	0.24	0.352941	0.326733	0.313433	0.337325	0.335664	0.33933	0.346531	0.345665	0.355432	0.346313	0.368676	0.377783	0.392485	0.395628
21_13571018	21	13571018	0.44	0.372549	0.29703	0.288557	0.295409	0.324675	0.34083	0.339932	0.350165	0.351832	0.345993	0.366916	0.377423	0.392887	0.395852
21_13571896	21	13571896	0.76	0.627451	0.574257	0.577114	0.459082	0.403596	0.382809	0.346731	0.358464	0.352882	0.346993	0.367286	0.377458	0.393103	0.396113
21_13572551	21	13572551	0.56	0.568627	0.574257	0.497512	0.441118	0.385614	0.385807	0.355129	0.350965	0.350732	0.347253	0.367506	0.377438	0.392999	0.39631
21_13573759	21	13573759	0.32	0.372549	0.366337	0.363184	0.38523	0.363636	0.346327	0.360128	0.354165	0.349083	0.346293	0.367736	0.376968	0.392801	0.396614
21_13573954	21	13573954	0.36	0.352941	0.376238	0.368159	0.349301	0.371628	0.351824	0.363127	0.355064	0.348433	0.345853	0.367866	0.376848	0.392771	0.396664
21_13584617	21	13584617	0.56	0.588235	0.50495	0.517413	0.431138	0.408591	0.365317	0.342931	0.334267	0.347833	0.360433	0.363316	0.380398	0.392985	0.398172
21_13799525	21	13799525	0.32	0.411765	0.386139	0.412935	0.423154	0.425574	0.410795	0.416717	0.420458	0.433678	0.408852	0.413796	0.430478	0.412951	0.399536
21_13800495	21	13800495	0.4	0.470588	0.445545	0.437811	0.429142	0.418581	0.41979	0.402719	0.410059	0.436078	0.408452	0.415936	0.430643	0.412897	0.39954
21_13802630	21	13802630	0.2	0.254902	0.336634	0.348259	0.361277	0.405594	0.421789	0.40092	0.412359	0.435028	0.414392	0.419776	0.432578	0.412951	0.399399
21_13804567	21	13804567	0.48	0.411765	0.435644	0.378109	0.367265	0.354645	0.389305	0.411518	0.413759	0.40683	0.418732	0.421346	0.433968	0.412997	0.399408
21_13806493	21	13806493	0.32	0.470588	0.465347	0.467662	0.469062	0.438561	0.438281	0.39912	0.413459	0.40953	0.414672	0.423256	0.432218	0.413961	0.399457
21_13809967	21	13809967	0.44	0.470588	0.356436	0.39801	0.453094	0.450549	0.429785	0.40192	0.39876	0.40508	0.413412	0.425486	0.433948	0.416189	0.399323
21_13810673	21	13810673	0.32	0.333333	0.306931	0.323383	0.363273	0.397602	0.408296	0.40152	0.406759	0.40663	0.412832	0.426436	0.433668	0.416487	0.399142
21_13811297	21	13811297	0.36	0.45098	0.455446	0.477612	0.427146	0.368631	0.374313	0.386323	0.408759	0.40898	0.413152	0.426946	0.433793	0.416421	0.398955
21_13813275	21	13813275	0.28	0.294118	0.29703	0.273632	0.309381	0.301698	0.353823	0.389522	0.40166	0.40708	0.414592	0.425846	0.433803	0.417133	0.398835
21_13816081	21	13816081	0.32	0.313725	0.425743	0.437811	0.459082	0.467532	0.449275	0.411918	0.40366	0.40428	0.413612	0.423696	0.432008	0.418129	0.398752
21_13819089	21	13819089	0.36	0.431373	0.386139	0.40796	0.411178	0.3996	0.3993	0.412118	0.409659	0.419829	0.409992	0.424986	0.429873	0.417849	0.398596
21_13819269	21	13819269	0.52	0.529412	0.465347	0.412935	0.42515	0.398601	0.413793	0.408318	0.408659	0.418479	0.409192	0.425176	0.429603	0.417833	0.398593
21_13819476	21	13819476	0.6	0.54902	0.524752	0.447761	0.409182	0.407592	0.423288	0.410718	0.408659	0.416929	0.408532	0.425636	0.429503	0.417865	0.398576
21_13822002	21	13822002	0.48	0.490196	0.425743	0.442786	0.38523	0.346653	0.398801	0.395721	0.405859	0.40813	0.411252	0.428326	0.428453	0.419189	0.3988
21_13822083	21	13822083	0.48	0.509804	0.455446	0.40796	0.367265	0.350649	0.3998	0.394321	0.406959	0.40818	0.411512	0.428476	0.428478	0.419231	0.3988
21_13824339	21	13824339	0.44	0.392157	0.346535	0.358209	0.347305	0.345654	0.344828	0.396321	0.434657	0.40768	0.417152	0.430546	0.426248	0.420473	0.398634
21_13826925	21	13826925	0.44	0.529412	0.49505	0.532338	0.568862	0.531469	0.526237	0.472106	0.407959	0.39903	0.425191	0.432166	0.425738	0.421635	0.398475
21_13827490	21	13827490	0.6	0.588235	0.613861	0.621891	0.580838	0.592408	0.550725	0.465107	0.408659	0.39923	0.425951	0.432876	0.425493	0.421659	0.398532
21_13828057	21	13828057	0.32	0.372549	0.435644	0.502488	0.572854	0.539461	0.532734	0.457908	0.405959	0.40233	0.425991	0.433416	0.425163	0.421761	0.398591
21_13829615	21	13829615	0.28	0.333333	0.306931	0.298507	0.315369	0.328671	0.361319	0.410718	0.407959	0.39983	0.427171	0.435486	0.425493	0.422159	0.398514
21_13829677	21	13829677	0.16	0.196078	0.287129	0.288557	0.283433	0.335664	0.351824	0.408518	0.407659	0.39988	0.427331	0.435656	0.425463	0.422175	0.398501
21_13830144	21	13830144	0.56	0.529412	0.485149	0.472637	0.409182	0.336663	0.328836	0.381924	0.411759	0.39833	0.429551	0.436106	0.425523	0.422321	0.398483
21_13830601	21	13830601	0.16	0.235294	0.217822	0.278607	0.323353	0.335664	0.316342	0.365727	0.40226	0.39603	0.429631	0.435946	0.425698	0.422581	0.398472
21_13831057	21	13831057	0.2	0.235294	0.227723	0.223881	0.267465	0.285714	0.347826	0.35193	0.40416	0.39573	0.429891	0.436526	0.425388	0.422731	0.398526
21_13831178	21	13831178	0.32	0.313725	0.287129	0.273632	0.261477	0.303696	0.337331	0.34773	0.40216	0.39443	0.430031	0.436626	0.425333	0.422757	0.398521
21_13831304	21	13831304	0.24	0.27451	0.29703	0.278607	0.285429	0.30969	0.331334	0.341132	0.40116	0.39433	0.430231	0.436376	0.425273	0.422803	0.398541
21_13831966	21	13831966	0.44	0.45098	0.415842	0.39801	0.379242	0.371628	0.342329	0.340932	0.393261	0.39423	0.431211	0.436416	0.425043	0.422847	0.39853
21_13833271	21	13833271	0.28	0.431373	0.39604	0.343284	0.345309	0.367632	0.348326	0.35233	0.371263	0.39888	0.432391	0.437466	0.424508	0.423311	0.398609
21_13833765	21	13833765	0.36	0.352941	0.336634	0.348259	0.345309	0.356643	0.364318	0.369926	0.362964	0.40293	0.433051	0.437576	0.424333	0.423459	0.398623
21_13833872	21	13833872	0.4	0.352941	0.376238	0.328358	0.345309	0.350649	0.370315	0.374325	0.363464	0.40488	0.433451	0.437876	0.424228	0.423537	0.398625
21_13834430	21	13834430	0.28	0.27451	0.29703	0.353234	0.365269	0.383616	0.367316	0.370726	0.365463	0.40898	0.433351	0.438546	0.424233	0.423893	0.398657
21_13835084	21	13835084	0.36	0.411765	0.386139	0.333333	0.359281	0.378621	0.388306	0.382324	0.370163	0.414629	0.433731	0.438416	0.424813	0.424099	0.398632
21_13835441	21	13835441	0.24	0.294118	0.287129	0.318408	0.317365	0.362637	0.407296	0.388122	0.366363	0.415179	0.434111	0.438806	0.425418	0.424209	0.398651
21_13835484	21	13835484	0.24	0.27451	0.287129	0.333333	0.325349	0.360639	0.408796	0.386523	0.365763	0.414379	0.434011	0.438816	0.425443	0.424253	0.398657
21_13835732	21	13835732	0.48	0.392157	0.386139	0.363184	0.419162	0.383616	0.394303	0.386123	0.370563	0.412329	0.434371	0.439216	0.425808	0.424359	0.39866
21_13835785	21	13835785	0.16	0.294118	0.356436	0.41791	0.433134	0.394605	0.390805	0.385323	0.370863	0.412179	0.434431	0.439286	0.425903	0.424389	0.398658
21_13836980	21	13836980	0.28	0.215686	0.267327	0.353234	0.359281	0.383616	0.409795	0.391522	0.380962	0.415379	0.436331	0.440706	0.427873	0.424543	0.398732
21_13837028	21	13837028	0.36	0.333333	0.386139	0.348259	0.37525	0.384615	0.407296	0.390922	0.380762	0.415429	0.436291	0.440616	0.427943	0.424557	0.398731
21_13838057	21	13838057	0.24	0.294118	0.346535	0.283582	0.327345	0.376623	0.396802	0.387522	0.389361	0.413379	0.437551	0.441386	0.428153	0.425105	0.398715
21_13839227	21	13839227	0.4	0.333333	0.287129	0.353234	0.38523	0.377622	0.370315	0.387323	0.407959	0.417629	0.440311	0.441906	0.427238	0.424895	0.398801
21_13839338	21	13839338	0.4	0.411765	0.415842	0.368159	0.379242	0.380619	0.372814	0.388522	0.410459	0.419129	0.440591	0.441996	0.427223	0.424925	0.398799
21_13839552	21	13839552	0.36	0.392157	0.415842	0.38806	0.383234	0.371628	0.374813	0.395321	0.413959	0.421129	0.441091	0.442326	0.427183	0.424961	0.398821
21_13839951	21	13839951	0.28	0.313725	0.326733	0.303483	0.359281	0.354645	0.381309	0.389922	0.417958	0.427779	0.441211	0.442396	0.427168	0.424953	0.398862
21_13840085	21	13840085	0.36	0.372549	0.39604	0.318408	0.349301	0.36963	0.387306	0.392921	0.417258	0.429479	0.441011	0.442376	0.427008	0.424957	0.398858
21_13840598	21	13840598	0.44	0.392157	0.425743	0.497512	0.41517	0.398601	0.386307	0.393121	0.424658	0.434978	0.441151	0.442896	0.426728	0.424951	0.398858
21_13840872	21	13840872	0.4	0.333333	0.366337	0.40796	0.427146	0.415584	0.393803	0.407119	0.425057	0.438078	0.441091	0.443376	0.426753	0.424965	0.398853
21_13841412	21	13841412	0.24	0.215686	0.247525	0.343284	0.40519	0.3996	0.412294	0.419316	0.427757	0.446428	0.441291	0.443796	0.426508	0.424949	0.398845
21_13841450	21	13841450	0.2	0.254902	0.316832	0.328358	0.423154	0.400599	0.41929	0.419516	0.427657	0.446828	0.441351	0.443816	0.426478	0.424933	0.39884
21_13842257	21	13842257	0.36	0.470588	0.39604	0.40796	0.429142	0.424575	0.433783	0.445311	0.441056	0.452877	0.441711	0.444386	0.425848	0.425053	0.398814
21_13842387	21	13842387	0.44	0.313725	0.366337	0.432836	0.423154	0.421578	0.43928	0.45031	0.440556	0.452627	0.441351	0.444506	0.425778	0.425091	0.398829
21_13845389	21	13845389	0.32	0.372549	0.49505	0.41791	0.449102	0.434565	0.484758	0.5011	0.49745	0.468277	0.445731	0.441296	0.424218	0.425871	0.398901
21_13851083	21	13851083	0.56	0.588235	0.594059	0.572139	0.57485	0.56044	0.564718	0.535893	0.510949	0.489126	0.453811	0.444326	0.423143	0.427227	0.399038
21_13851726	21	13851726	0.52	0.509804	0.524752	0.477612	0.52495	0.535465	0.512244	0.525295	0.513649	0.491775	0.453951	0.444956	0.423348	0.427397	0.399139
21_13854538	21	13854538	0.4	0.372549	0.306931	0.368159	0.427146	0.452547	0.455772	0.468506	0.491351	0.488426	0.452011	0.446326	0.423808	0.427499	0.399237
21_13855087	21	13855087	0.48	0.54902	0.60396	0.577114	0.53493	0.478521	0.448776	0.467706	0.484252	0.487176	0.453951	0.446776	0.423868	0.427537	0.399214
21_13856565	21	13856565	0.56	0.470588	0.445545	0.497512	0.538922	0.508492	0.473263	0.467107	0.465353	0.488376	0.457871	0.447536	0.423798	0.427539	0.399128
21_13857024	21	13857024	0.56	0.411765	0.405941	0.412935	0.483034	0.470529	0.472264	0.469106	0.464054	0.486026	0.458131	0.447756	0.423873	0.427575	0.399122
21_13857475	21	13857475	0.56	0.54902	0.455446	0.40796	0.409182	0.428571	0.48026	0.467906	0.463654	0.483476	0.459311	0.448406	0.423588	0.427549	0.399151
21_13857530	21	13857530	0.48	0.411765	0.415842	0.437811	0.40519	0.431568	0.478261	0.467107	0.463954	0.483076	0.459611	0.448496	0.423603	0.427563	0.399146
21_13858597	21	13858597	0.48	0.411765	0.465347	0.442786	0.47505	0.476523	0.461769	0.469106	0.462854	0.478776	0.461011	0.450345	0.423318	0.427649	0.399069
21_13858866	21	13858866	0.48	0.490196	0.49505	0.507463	0.427146	0.443556	0.467266	0.464107	0.459454	0.478176	0.461611	0.450795	0.423258	0.427473	0.399049
21_13858950	21	13858950	0.28	0.470588	0.435644	0.442786	0.433134	0.436563	0.473263	0.463107	0.459854	0.477376	0.461931	0.450935	0.423273	0.427409	0.399055
21_13859725	21	13859725	0.56	0.509804	0.425743	0.442786	0.47505	0.474525	0.458271	0.458908	0.465853	0.473126	0.463531	0.451665	0.423463	0.426951	0.398984
21_13860015	21	13860015	0.4	0.45098	0.514851	0.472637	0.516966	0.484515	0.453773	0.460308	0.461854	0.472676	0.463251	0.451535	0.423303	0.426753	0.39899
21_13863028	21	13863028	0.48	0.431373	0.455446	0.482587	0.48503	0.472527	0.444778	0.452509	0.460954	0.465377	0.467871	0.450395	0.422298	0.425997	0.398715
21_13863383	21	13863383	0.68	0.588235	0.574257	0.552239	0.473054	0.466533	0.450275	0.456709	0.457154	0.463377	0.468971	0.450575	0.421958	0.426043	0.398743
21_13865019	21	13865019	0.4	0.411765	0.39604	0.422886	0.423154	0.465534	0.462269	0.455509	0.460154	0.462677	0.472091	0.451105	0.420438	0.426317	0.398548
21_13866001	21	13866001	0.48	0.431373	0.425743	0.437811	0.461078	0.484515	0.466267	0.452509	0.458954	0.463327	0.473851	0.449956	0.419928	0.426607	0.398403
21_13866305	21	13866305	0.48	0.470588	0.524752	0.497512	0.50499	0.488511	0.46027	0.459108	0.462854	0.464927	0.473871	0.449756	0.419978	0.426693	0.398357
21_13866306	21	13866306	0.52	0.470588	0.514851	0.492537	0.50499	0.48951	0.46027	0.458908	0.462854	0.464927	0.473851	0.449756	0.419978	0.426693	0.398358
21_13888637	21	13888637	0.4	0.392157	0.465347	0.422886	0.403194	0.452547	0.46027	0.462108	0.465953	0.464077	0.461591	0.446786	0.426723	0.428247	0.396646
21_13892722	21	13892722	0.4	0.431373	0.386139	0.41791	0.453094	0.45954	0.455272	0.465707	0.466653	0.467077	0.453751	0.443636	0.425543	0.427711	0.396653
21_13892760	21	13892760	0.36	0.45098	0.415842	0.383085	0.457086	0.456543	0.458771	0.467107	0.467153	0.467277	0.453531	0.443606	0.425518	0.427713	0.396654
21_13893226	21	13893226	0.68	0.529412	0.455446	0.432836	0.403194	0.41958	0.470765	0.472905	0.467053	0.467077	0.451691	0.443056	0.424973	0.427503	0.396636
21_13894302	21	13894302	0.36	0.294118	0.326733	0.363184	0.423154	0.472527	0.462269	0.463107	0.471853	0.467977	0.450271	0.441216	0.423673	0.427091	0.396657
21_13895210	21	13895210	0.72	0.705882	0.60396	0.58209	0.497006	0.491508	0.462769	0.464507	0.468553	0.465777	0.448431	0.439276	0.423363	0.426839	0.396699
21_13895230	21	13895230	0.64	0.607843	0.663366	0.562189	0.502994	0.492507	0.464768	0.464907	0.468753	0.465677	0.448451	0.439216	0.423393	0.426837	0.396699
21_13895233	21	13895233	0.64	0.607843	0.673267	0.572139	0.50499	0.493506	0.464768	0.464907	0.468753	0.465827	0.448411	0.439206	0.423388	0.426835	0.396698
21_13899034	21	13899034	0.52	0.568627	0.534653	0.522388	0.52495	0.504496	0.468266	0.473905	0.471553	0.478976	0.441751	0.434206	0.422268	0.426541	0.396648
21_13903213	21	13903213	0.48	0.431373	0.445545	0.472637	0.463074	0.471528	0.469265	0.446111	0.481552	0.461227	0.429951	0.426616	0.421228	0.425033	0.396766
21_13905721	21	13905721	0.44	0.431373	0.39604	0.39801	0.389222	0.425574	0.450275	0.490702	0.473653	0.451277	0.428011	0.425346	0.420658	0.425019	0.396752
21_13906486	21	13906486	0.44	0.490196	0.524752	0.542289	0.54491	0.549451	0.521239	0.495901	0.471853	0.447378	0.426131	0.424236	0.420513	0.425085	0.396768
21_13911137	21	13911137	0.44	0.490196	0.455446	0.447761	0.429142	0.386613	0.337331	0.395921	0.438156	0.418629	0.423052	0.419736	0.424363	0.424793	0.39671
